identifier,runeName,abilityIds,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,salvageValueId,enhanceCosts,aura,icon,isTutorialRune,h
Mythic_AOESpellDamageIncreaseModifierKey3Event,Mythic Fireball Glyph,rune_ability_1299_0|rune_ability_1299_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_fireball_strength_05_event.png,,
Mythic_AOESpellDamageIncreaseModifierKey4,Mythic Fireball,rune_ability_1300_0|rune_ability_1300_1,dragon,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,attackWhelp,rune_fireball_strength_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_archerTower1,Mythic Archer Attack,rune_ability_1301_0|rune_ability_1301_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneArcher,rune_archer_projectiles_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_archerTower1Event,Mythic Archer Attack Glyph,rune_ability_1302_0|rune_ability_1302_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneArcher,rune_archer_projectiles_05_event.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_ballista1,Mythic Ballista Attack,rune_ability_1303_0|rune_ability_1303_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRunePoison,rune_ballista_damage_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_ballista1Event,Mythic Ballista Attack Glyph,rune_ability_1304_0|rune_ability_1304_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRunePoison,rune_ballista_damage_05_event.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_cannonTower1,Mythic Cannon Attack,rune_ability_1305_0|rune_ability_1305_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneCannon,rune_cannon_damage_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_cannonTower1Event,Mythic Cannon Attack Glyph,rune_ability_1306_0|rune_ability_1306_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneCannon,rune_cannon_damage_05_event.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_lightningTower1,Mythic Lightning Attack,rune_ability_1307_0|rune_ability_1307_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneLightning,rune_lightning_damage_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_lightningTower1Event,Mythic Lightning Attack Glyph,rune_ability_1308_0|rune_ability_1308_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneLightning,rune_lightning_damage_05_event.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_stormTower1,Mythic Storm Attack,rune_ability_1309_0|rune_ability_1309_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneStorm,rune_stormTower_utility_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_stormTower1Event,Mythic Storm Attack Glyph,rune_ability_1310_0|rune_ability_1310_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneStorm,rune_stormTower_utility_05_event.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_trebuchet1,Mythic Trebuchet Attack,rune_ability_1311_0|rune_ability_1311_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneTrebuchet,rune_trebuchet_damage_05.png,,
Mythic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_trebuchet1Event,Mythic Trebuchet Attack Glyph,rune_ability_1312_0|rune_ability_1312_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackRuneTrebuchet,rune_trebuchet_damage_05_event.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier1,Mythic Weakening,rune_ability_1313_0|rune_ability_1313_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier10,Mythic Weakening,rune_ability_1314_0|rune_ability_1314_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier11,Mythic Weakening,rune_ability_1315_0|rune_ability_1315_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier12,Mythic Weakening,rune_ability_1316_0|rune_ability_1316_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier13,Mythic Weakening,rune_ability_1317_0|rune_ability_1317_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier14,Mythic Weakening,rune_ability_1318_0|rune_ability_1318_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier15,Mythic Weakening,rune_ability_1319_0|rune_ability_1319_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier16,Mythic Weakening,rune_ability_1320_0|rune_ability_1320_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier17,Mythic Weakening,rune_ability_1321_0|rune_ability_1321_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier18,Mythic Weakening,rune_ability_1322_0|rune_ability_1322_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier19,Mythic Weakening,rune_ability_1323_0|rune_ability_1323_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier2,Mythic Weakening,rune_ability_1324_0|rune_ability_1324_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier3,Mythic Weakening,rune_ability_1325_0|rune_ability_1325_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier4,Mythic Weakening,rune_ability_1326_0|rune_ability_1326_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier5,Mythic Weakening,rune_ability_1327_0|rune_ability_1327_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier6,Mythic Weakening,rune_ability_1328_0|rune_ability_1328_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier7,Mythic Weakening,rune_ability_1329_0|rune_ability_1329_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier8,Mythic Weakening,rune_ability_1330_0|rune_ability_1330_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDamageToDragonModifier9,Mythic Weakening,rune_ability_1331_0|rune_ability_1331_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffDefense_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier1,Mythic Enervating,rune_ability_1332_0|rune_ability_1332_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier10,Mythic Enervating,rune_ability_1333_0|rune_ability_1333_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier11,Mythic Enervating,rune_ability_1334_0|rune_ability_1334_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier12,Mythic Enervating,rune_ability_1335_0|rune_ability_1335_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier13,Mythic Enervating,rune_ability_1336_0|rune_ability_1336_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier14,Mythic Enervating,rune_ability_1337_0|rune_ability_1337_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier15,Mythic Enervating,rune_ability_1338_0|rune_ability_1338_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier16,Mythic Enervating,rune_ability_1339_0|rune_ability_1339_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier17,Mythic Enervating,rune_ability_1340_0|rune_ability_1340_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier18,Mythic Enervating,rune_ability_1341_0|rune_ability_1341_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier19,Mythic Enervating,rune_ability_1342_0|rune_ability_1342_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier2,Mythic Enervating,rune_ability_1343_0|rune_ability_1343_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier3,Mythic Enervating,rune_ability_1344_0|rune_ability_1344_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier4,Mythic Enervating,rune_ability_1345_0|rune_ability_1345_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier5,Mythic Enervating,rune_ability_1346_0|rune_ability_1346_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier6,Mythic Enervating,rune_ability_1347_0|rune_ability_1347_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier7,Mythic Enervating,rune_ability_1348_0|rune_ability_1348_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier8,Mythic Enervating,rune_ability_1349_0|rune_ability_1349_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_ballistaPoisonAffectDragonDamageModifier9,Mythic Enervating,rune_ability_1350_0|rune_ability_1350_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentPoison,rune_ballista_debuffAttack_05.png,,
Mythic_battlecryAttackModifier1,Mythic Warrior Attack,rune_ability_1351_0|rune_ability_1351_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05.png,,
Mythic_battlecryAttackModifier1Event,Mythic Warrior Attack Glyph,rune_ability_1352_0|rune_ability_1352_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05_event.png,,
Mythic_battlecryAttackModifier2,Mythic Warrior Attack,rune_ability_1353_0|rune_ability_1353_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05.png,,
Mythic_battlecryAttackModifier2Event,Mythic Warrior Attack Glyph,rune_ability_1354_0|rune_ability_1354_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05_event.png,,
Mythic_battlecryAttackModifier3,Mythic Warrior Attack,rune_ability_1355_0|rune_ability_1355_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05.png,,
Mythic_battlecryAttackModifier3Event,Mythic Warrior Attack Glyph,rune_ability_1356_0|rune_ability_1356_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05_event.png,,
Mythic_battlecryAttackModifier4,Mythic Warrior Attack,rune_ability_1357_0|rune_ability_1357_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05.png,,
Mythic_battlecryAttackModifier4Event,Mythic Warrior Attack Glyph,rune_ability_1358_0|rune_ability_1358_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05_event.png,,
Mythic_battlecryAttackModifier5,Mythic Warrior Attack,rune_ability_1359_0|rune_ability_1359_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05.png,,
Mythic_battlecryAttackModifier5Event,Mythic Warrior Attack Glyph,rune_ability_1360_0|rune_ability_1360_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05_event.png,,
Mythic_battlecryAttackModifier6,Mythic Warrior Attack,rune_ability_1361_0|rune_ability_1361_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05.png,,
Mythic_battlecryAttackModifier6Event,Mythic Warrior Attack Glyph,rune_ability_1362_0|rune_ability_1362_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_warrior_damage_05_event.png,,
Mythic_buildingProductionModifier_hogFarm1,Mythic Food Production,rune_ability_1363_0|rune_ability_1363_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_production_05.png,,
Mythic_buildingProductionModifier_hogFarm10,Mythic Food Production,rune_ability_1364_0|rune_ability_1364_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_production_05.png,,
Mythic_buildingProductionModifier_hogFarm11,Mythic Food Production,rune_ability_1365_0|rune_ability_1365_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_production_05.png,,
Mythic_buildingProductionModifier_hogFarm12,Mythic Food Production,rune_ability_1366_0|rune_ability_1366_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_production_05.png,,
