identifier,ability,abilityOperator,abilityText,abilityUnit,enhanceValues,h
rune_ability_1134_0,spellDurationModifier_invertSpell,+,Reverse Projectiles Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1134_1,dragonXPGainModifier,+,Experience Gain Increase,%,0.041|0.05|0.059|0.059|0.059,
rune_ability_1135_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1135_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1136_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1136_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1137_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1137_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1138_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1138_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1139_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1139_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1140_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1140_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1141_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1141_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1142_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1142_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1143_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1143_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1144_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1144_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1145_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1145_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1146_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1146_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1147_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1147_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1148_0,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.34|0.38|0.42|0.46|0.5,
rune_ability_1148_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1149_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1149_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1150_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1150_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1151_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1151_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1152_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1152_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1153_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1153_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1154_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1154_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1155_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1155_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1156_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1156_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1157_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1157_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1158_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1158_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1159_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1159_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1160_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1160_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1161_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1161_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1162_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1162_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1163_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1163_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1164_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1164_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1165_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1165_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1166_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1166_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1167_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1167_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1168_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1168_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1169_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1169_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1170_0,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1170_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1171_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1171_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1172_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1172_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1173_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1173_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1174_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1174_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1175_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1175_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1176_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1176_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1177_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1177_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1178_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1178_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1179_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1179_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1180_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1180_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1181_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1181_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1182_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1182_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1183_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1183_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1184_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1184_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1185_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1185_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1186_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1186_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1187_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1187_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1188_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1188_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1189_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1189_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1190_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1190_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1191_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1191_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1192_0,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1192_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1193_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1193_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1194_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1194_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1195_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1195_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1196_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1196_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1197_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1197_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1198_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1198_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1199_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1199_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1200_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1200_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1201_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1201_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1202_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1202_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1203_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1203_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1204_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1204_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1205_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1205_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1206_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1206_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1207_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1207_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1208_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1208_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1209_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1209_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1210_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1210_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1211_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1211_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1212_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1212_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1213_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1213_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1214_0,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1214_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1215_0,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1215_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1216_0,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1216_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1217_0,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1217_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1218_0,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1218_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1219_0,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1219_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
